sample,event,species,type,lab,contamination,plastic-composite,length_mm,girth_mm,gapetosnout_mm,vmo_mm,hmo_mm,weight_g,gut_g,stomach_fullness_index,heart_g,liver_g,condition,total_plastic_particles,black,blue,red,yellow,colourless,fragment_film_bead,fibre_rod,length0-100um,length_101-200um,length_201-300,length_301-400um,length_401-500,length_501-5000,pvc,pet,pa,pe,pest,pest-mix,pma,pnma,eva,pur,pp,other
26NOG10,26,NOG,dig,Chem305,original,composite,212,123,16.6,16.75,18.78,132.8,10.563,1.5,0.164,0.751,1.39376801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG10,26,NOG,dig,Chem305,extreme,composite,212,123,16.6,16.75,18.78,132.8,10.563,1.5,0.164,0.751,1.39376801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG10,26,NOG,dig,Chem305,conservative,composite,212,123,16.6,16.75,18.78,132.8,10.563,1.5,0.164,0.751,1.39376801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOGPRO,26,NOG,pro,Chem305,original,plastic,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26NOGPRO,26,NOG,pro,Chem305,original,composite,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,original,plastic,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,extreme,plastic,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,conservative,plastic,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,original,composite,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,extreme,composite,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG01,53,NOG,dig,Chem305,conservative,composite,211,119,17.21,17.94,20.55,115.1,10.438,2,0.169,0.73,1.225259159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,original,plastic,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,extreme,plastic,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,conservative,plastic,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,original,composite,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,extreme,composite,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG02,53,NOG,dig,Chem305,conservative,composite,226,135,18.46,19.31,23.19,143.1,13.985,2.5,0.284,1.202,1.239693478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,original,plastic,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,extreme,plastic,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,conservative,plastic,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,original,composite,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,extreme,composite,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG03,53,NOG,dig,Chem305,conservative,composite,199,124,14.86,17.62,19.75,108,8.044,2,0.195,1.128,1.3704542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,original,plastic,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,extreme,plastic,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,conservative,plastic,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,original,composite,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,extreme,composite,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG04,53,NOG,dig,Chem305,conservative,composite,181,110,15.06,15.49,17.53,77.8,6.483,2,0.093,0.708,1.312030323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,original,plastic,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,extreme,plastic,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,conservative,plastic,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,original,composite,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,extreme,composite,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG05,53,NOG,dig,Chem305,conservative,composite,202,121,16.97,17.78,21.34,111,9.386,2.5,0.212,1.286,1.34669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,original,plastic,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,extreme,plastic,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,conservative,plastic,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,original,composite,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,extreme,composite,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG06,53,NOG,dig,Chem305,conservative,composite,240,153,19.6,21.37,25.42,209.8,18.072,2,0.513,3.258,1.517650463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG07,53,NOG,dig,Chem305,original,plastic,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53NOG07,53,NOG,dig,Chem305,extreme,plastic,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53NOG07,53,NOG,dig,Chem305,conservative,plastic,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53NOG07,53,NOG,dig,Chem305,original,composite,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG07,53,NOG,dig,Chem305,extreme,composite,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOG07,53,NOG,dig,Chem305,conservative,composite,229,130,18.9,20.42,25.32,150.6,10.995,1.5,0.256,2.269,1.254060604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOGPRO,53,NOG,pro,Chem305,original,plastic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53NOGPRO,53,NOG,pro,Chem305,original,composite,,,,,,,,,,,,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
